RideID,RideDate,UserID,City,VehicleType,TripDistanceKM,TripDurationMin,BaseFare,TotalFare,DriverRating,CancellationStatus,PaymentMethod,DriverID,DriverExperienceYears,SurgeApplied,IsPeakHour,RideStartTime,WeatherCondition,DeviceType,PromoCodeUsed,TripCancelledBy
RIDE104115,2023-05-19 11:25:00,USER7638,Bangalore,Bike,9.18,32.5,56.78,82.84,4,Completed,Cash,DR00321,5.1,1.0,Yes,11:25,Clear,iOS,Yes,NA
RIDE104116,2023-12-30 08:38:00,USER5119,Pune,Bike,23.01,34.9,55.3,118.92,4,Completed,Wallet,DR00730,9.5,1.0,No,08:38,Cloudy,Web,No,NA
RIDE104117,2023-05-26 09:25:00,USER9576,Chennai,Bike,10.76,10.4,97.06,149.28,3,Completed,Card,DR00675,3.3,1.0,No,09:25,Cloudy,Android,Yes,NA
RIDE104118,2023-06-21 00:29:00,USER7679,Chennai,Auto,4.44,88.8,143.97,175.93,5,Completed,Card,DR00494,2.5,1.2,Yes,00:29,Clear,Android,No,NA
RIDE104119,2023-06-26 06:14:00,USER3734,Delhi,Auto,18.15,7.7,103.04,196.55,3,Completed,Card,DR00747,9.0,1.0,Yes,06:14,Rainy,iOS,No,NA
RIDE104120,2023-07-13 06:17:00,USER9243,Mumbai,Auto,8.04,61.3,66.4,93.09,5,Completed,Wallet,DR00615,1.9,1.0,Yes,06:17,Foggy,Web,No,NA
RIDE104121,2023-05-31 13:43:00,USER9187,Delhi,Auto,13.61,36.6,106.63,179.19,3,Completed,Cash,DR00056,7.0,1.5,Yes,13:43,Clear,Android,Yes,NA
RIDE104122,2023-06-16 21:41:00,USER3068,Pune,Bike,17.75,59.9,104.98,198.15,2,Cancelled,UPI,DR00220,3.4,1.2,Yes,21:41,Clear,Web,Yes,System
RIDE104123,2023-05-28 15:36:00,USER1596,Mumbai,Auto,22.61,35.3,101.63,216.52,5,Completed,Cash,DR00085,5.9,1.0,Yes,15:36,Clear,iOS,No,NA
RIDE104124,2023-07-01 19:44:00,USER4389,Mumbai,Sedan,20.01,62.3,49.13,98.28,2,Completed,Wallet,DR00046,6.4,1.5,Yes,19:44,Clear,Android,Yes,NA
RIDE104125,2023-09-17 06:01:00,USER2202,Chennai,Sedan,17.23,67.0,106.15,197.6,1,Completed,UPI,DR00489,4.5,2.0,Yes,06:01,Clear,iOS,Yes,NA
RIDE104126,2023-04-24 14:13:00,USER7021,Mumbai,SUV,17.31,63.7,81.62,152.26,1,Completed,UPI,DR00233,9.8,1.5,Yes,14:13,Clear,iOS,Yes,NA
RIDE104127,2023-03-19 16:31:00,USER5889,Pune,Auto,23.7,14.7,32.23,70.42,3,Completed,Wallet,DR00574,1.8,1.5,Yes,16:31,Cloudy,iOS,Yes,NA
RIDE104128,2023-03-29 07:01:00,USER2892,Chennai,Bike,8.1,60.8,94.77,133.15,4,Completed,Wallet,DR00930,4.2,1.2,Yes,07:01,Cloudy,Web,Yes,NA
RIDE104129,2023-02-27 03:40:00,USER7756,Chennai,SUV,1.03,28.8,148.71,156.37,1,Completed,Card,DR00960,4.6,1.0,Yes,03:40,Foggy,iOS,No,NA
RIDE104130,2023-12-25 17:56:00,USER7268,Chennai,Auto,7.53,7.4,71.97,99.07,2,Completed,Wallet,DR00361,6.5,1.2,No,17:56,Clear,Web,Yes,NA
RIDE104131,2023-01-05 19:45:00,USER7159,Bangalore,Auto,6.23,40.3,145.87,191.31,3,Completed,UPI,DR00138,4.4,1.2,No,19:45,Clear,iOS,No,NA
RIDE104132,2023-01-31 18:36:00,USER5907,Pune,Bike,16.88,41.9,41.54,76.6,4,Completed,Wallet,DR00009,1.4,1.0,Yes,18:36,Clear,Android,No,NA
RIDE104133,2023-12-18 04:39:00,USER7121,Delhi,Sedan,16.21,44.7,117.89,213.44,1,Completed,Card,DR00224,9.5,1.0,Yes,04:39,Clear,Web,No,NA
RIDE104134,2023-09-28 07:07:00,USER1391,Delhi,Sedan,15.24,64.9,43.72,77.03,5,Cancelled,Wallet,DR00515,4.5,1.0,No,07:07,Clear,Android,No,User
RIDE104135,2023-08-18 16:18:00,USER6153,Delhi,SUV,1.39,31.3,62.83,67.2,5,Completed,Wallet,DR00224,3.8,1.2,Yes,16:18,Clear,iOS,Yes,NA
RIDE104136,2023-12-25 12:16:00,USER8982,Pune,Bike,18.49,31.8,98.5,189.56,4,Completed,Cash,DR00286,4.7,1.0,No,12:16,Rainy,Web,Yes,NA
RIDE104137,2023-07-20 01:18:00,USER4255,Hyderabad,Bike,8.76,10.1,101.13,145.42,1,Completed,Wallet,DR00098,2.6,1.2,No,01:18,Rainy,Android,No,NA
RIDE104138,2023-12-24 09:26:00,USER1262,Delhi,SUV,16.96,63.4,123.03,227.36,4,Completed,Cash,DR00488,1.5,1.5,No,09:26,Rainy,Android,No,NA
RIDE104139,2023-05-14 03:55:00,USER4531,Delhi,Bike,14.36,53.3,103.84,178.4,3,Completed,Cash,DR00215,1.9,1.0,Yes,03:55,Clear,iOS,Yes,NA
RIDE104140,2023-07-24 02:00:00,USER8135,Hyderabad,SUV,9.23,34.7,101.23,147.95,5,Completed,Card,DR00339,2.1,2.0,Yes,02:00,Clear,Android,Yes,NA
RIDE104141,2023-10-17 17:26:00,USER3411,Pune,Bike,4.23,64.9,139.48,168.98,2,Completed,Cash,DR00918,2.4,1.0,Yes,17:26,Cloudy,Android,Yes,NA
RIDE104142,2023-06-11 17:21:00,USER8371,Bangalore,Sedan,3.27,50.7,84.26,98.04,4,Completed,UPI,DR00512,4.5,1.0,Yes,17:21,Clear,Android,No,NA
RIDE104143,2023-04-04 09:15:00,USER3291,Pune,Sedan,20.96,44.9,57.03,116.8,3,Completed,UPI,DR00894,6.4,1.0,No,09:15,Clear,Android,Yes,NA
RIDE104144,2023-02-09 10:18:00,USER5947,Chennai,Bike,23.04,48.5,49.41,106.33,5,Completed,UPI,DR00895,6.5,1.0,Yes,10:18,Rainy,Web,Yes,NA
RIDE104145,2023-11-05 03:32:00,USER7493,Chennai,Sedan,16.59,59.1,78.0,142.7,1,Completed,Card,DR00569,0.5,1.0,Yes,03:32,Clear,iOS,No,NA
RIDE104146,2023-12-15 07:14:00,USER5005,Chennai,Auto,3.48,61.1,115.53,135.63,3,Completed,UPI,DR00140,9.2,1.5,No,07:14,Foggy,Web,Yes,NA
RIDE104147,2023-01-24 17:04:00,USER3331,Bangalore,Bike,10.65,29.6,35.11,53.81,3,Completed,Cash,DR00007,8.3,1.2,No,17:04,Rainy,Android,Yes,NA
RIDE104148,2023-09-10 21:18:00,USER1268,Delhi,Bike,18.49,17.0,45.49,87.55,4,Completed,Card,DR00883,9.7,1.5,Yes,21:18,Clear,Android,No,NA
RIDE104149,2023-10-14 16:42:00,USER4720,Delhi,Auto,19.72,18.3,42.73,84.86,5,Completed,Card,DR00158,3.9,1.2,No,16:42,Clear,iOS,Yes,NA
RIDE104150,2023-05-08 06:51:00,USER8193,Delhi,Bike,3.84,59.3,100.23,119.47,1,Completed,Wallet,DR00504,6.8,1.0,Yes,06:51,Rainy,iOS,Yes,NA
RIDE104151,2023-11-29 22:04:00,USER5143,Pune,Auto,1.0,79.2,59.14,62.1,3,Completed,Cash,DR00558,2.1,1.0,No,22:04,Rainy,Android,No,NA
RIDE104152,2023-03-29 15:35:00,USER8975,Hyderabad,SUV,18.09,39.8,49.95,95.13,5,Completed,Wallet,DR00755,8.3,1.2,Yes,15:35,Rainy,Android,No,NA
RIDE104153,2023-12-02 00:18:00,USER7541,Chennai,Bike,9.56,19.4,101.13,149.47,2,Cancelled,Cash,DR00013,2.0,1.2,Yes,00:18,Rainy,iOS,No,System
RIDE104154,2023-08-18 20:24:00,USER8640,Bangalore,Bike,7.11,69.3,121.36,164.5,1,Completed,Wallet,DR00641,3.6,1.0,No,20:24,Clear,iOS,No,NA
RIDE104155,2023-01-07 03:07:00,USER8621,Bangalore,SUV,1.31,75.8,69.86,74.44,3,Completed,Cash,DR00577,5.2,1.5,No,03:07,Clear,Android,No,NA
RIDE104156,2023-01-09 14:34:00,USER7087,Hyderabad,Sedan,13.97,79.8,99.38,168.8,4,Completed,Wallet,DR00448,6.1,1.2,No,14:34,Clear,iOS,Yes,NA
RIDE104157,2023-06-03 11:09:00,USER4353,Pune,Bike,21.43,56.6,41.77,86.53,1,Completed,Cash,DR00871,5.8,1.5,Yes,11:09,Clear,Web,Yes,NA
RIDE104158,2023-10-04 06:59:00,USER8590,Mumbai,Bike,23.98,78.2,142.22,312.74,2,Completed,Cash,DR00555,1.5,1.2,No,06:59,Clear,Android,No,NA
RIDE104159,2023-03-15 08:41:00,USER3136,Mumbai,Sedan,14.58,6.3,70.43,121.77,4,Cancelled,Wallet,DR00688,4.5,1.0,Yes,08:41,Clear,Web,Yes,System
RIDE104160,2023-08-25 23:24:00,USER7812,Hyderabad,Sedan,13.35,14.1,149.7,249.62,5,Completed,Cash,DR00240,9.3,1.2,Yes,23:24,Cloudy,iOS,No,NA
RIDE104161,2023-09-21 07:27:00,USER1841,Chennai,SUV,3.04,12.9,147.43,169.84,5,Completed,Wallet,DR00236,8.8,1.0,Yes,07:27,Rainy,Android,No,NA
RIDE104162,2023-07-09 02:35:00,USER5020,Hyderabad,Bike,14.17,65.6,123.46,210.93,1,Completed,Cash,DR00688,6.1,1.2,Yes,02:35,Clear,iOS,Yes,NA
RIDE104163,2023-05-17 06:43:00,USER3384,Hyderabad,Bike,10.12,10.9,32.41,48.81,2,Completed,Cash,DR00579,5.9,1.0,Yes,06:43,Clear,Android,Yes,NA
RIDE104164,2023-07-11 09:37:00,USER2659,Pune,SUV,15.57,47.2,95.22,169.35,4,Completed,Cash,DR00782,1.6,1.0,No,09:37,Clear,iOS,Yes,NA
RIDE104165,2023-06-22 16:18:00,USER5840,Bangalore,Bike,10.33,45.2,40.42,61.3,4,Completed,Cash,DR00470,2.4,1.0,No,16:18,Rainy,iOS,Yes,NA
RIDE104166,2023-07-16 04:15:00,USER7128,Hyderabad,Sedan,6.77,31.4,137.42,183.94,3,Completed,Cash,DR00744,2.9,1.0,Yes,04:15,Clear,iOS,Yes,NA
RIDE104167,2023-12-10 05:21:00,USER1870,Chennai,Bike,3.28,79.0,124.76,145.22,3,Completed,Cash,DR00513,5.1,1.0,No,05:21,Clear,iOS,No,NA
RIDE104168,2023-09-07 20:02:00,USER6743,Mumbai,Auto,8.56,19.5,146.68,209.46,1,Cancelled,Wallet,DR00457,7.4,1.5,No,20:02,Cloudy,Android,Yes,User
RIDE104169,2023-09-24 10:59:00,USER8620,Pune,Sedan,3.32,35.0,103.01,120.11,2,Completed,UPI,DR00378,4.9,1.0,Yes,10:59,Clear,iOS,Yes,NA
RIDE104170,2023-05-14 22:07:00,USER7333,Pune,SUV,5.25,70.8,92.66,116.98,1,Cancelled,Card,DR00744,1.7,1.0,No,22:07,Clear,iOS,Yes,System
RIDE104171,2023-12-30 04:38:00,USER8100,Chennai,Sedan,24.7,7.6,92.28,206.25,1,Completed,Wallet,DR00479,4.7,1.2,No,04:38,Rainy,iOS,No,NA
RIDE104172,2023-11-05 16:56:00,USER2279,Mumbai,Sedan,11.66,62.2,76.37,120.89,3,Completed,UPI,DR00857,2.0,1.2,No,16:56,Clear,Android,No,NA
RIDE104173,2023-06-03 07:19:00,USER5816,Hyderabad,Sedan,13.76,74.4,86.24,145.57,1,Completed,Cash,DR00502,7.6,1.0,No,07:19,Rainy,Android,Yes,NA
RIDE104174,2023-11-02 04:10:00,USER6812,Mumbai,Sedan,21.97,84.2,106.25,222.97,1,Completed,Wallet,DR00887,2.1,1.2,No,04:10,Cloudy,Android,No,NA
RIDE104175,2023-09-29 02:34:00,USER9397,Bangalore,Bike,24.89,79.5,141.95,318.61,5,Completed,UPI,DR00148,5.1,1.0,Yes,02:34,Rainy,Android,No,NA
RIDE104176,2023-09-23 20:12:00,USER8816,Hyderabad,SUV,14.99,32.1,101.51,177.59,5,Completed,Card,DR00247,7.1,1.5,Yes,20:12,Cloudy,Android,No,NA
RIDE104177,2023-10-19 16:51:00,USER1663,Pune,Bike,20.5,54.8,132.85,269.02,3,Completed,Card,DR00990,2.7,1.2,No,16:51,Clear,Web,Yes,NA
RIDE104178,2023-07-23 14:52:00,USER8855,Pune,Sedan,8.85,11.6,133.53,192.62,4,Completed,Wallet,DR00367,1.2,1.0,Yes,14:52,Clear,iOS,Yes,NA
RIDE104179,2023-11-25 05:03:00,USER2110,Pune,Bike,8.34,26.9,92.26,130.73,3,Completed,Card,DR00106,5.9,1.0,Yes,05:03,Clear,Android,No,NA
RIDE104180,2023-05-11 23:47:00,USER6775,Mumbai,SUV,10.66,13.0,71.7,109.92,3,Completed,Card,DR00714,1.0,1.2,No,23:47,Rainy,Android,Yes,NA
RIDE104181,2023-04-06 11:49:00,USER6430,Mumbai,Auto,17.14,31.8,106.75,198.23,4,Completed,UPI,DR00660,6.1,1.0,No,11:49,Clear,Android,No,NA
RIDE104182,2023-06-16 10:29:00,USER4169,Delhi,SUV,17.37,79.4,83.51,156.04,2,Completed,Cash,DR00344,7.7,1.5,No,10:29,Cloudy,Web,No,NA
RIDE104183,2023-03-14 17:21:00,USER6084,Chennai,Sedan,8.57,34.5,39.77,56.81,5,Completed,Wallet,DR00395,3.6,1.0,Yes,17:21,Clear,Android,Yes,NA
RIDE104184,2023-07-16 13:42:00,USER9302,Chennai,Sedan,4.2,52.8,75.34,91.16,5,Completed,Wallet,DR00864,5.1,1.0,Yes,13:42,Clear,iOS,Yes,NA
RIDE104185,2023-06-21 16:59:00,USER3718,Bangalore,SUV,16.18,41.8,149.29,270.07,1,Completed,Card,DR00467,9.3,1.0,Yes,16:59,Rainy,Web,Yes,NA
RIDE104186,2023-11-11 17:34:00,USER1181,Chennai,SUV,4.08,44.0,35.82,43.13,5,Completed,Card,DR00805,5.0,1.2,Yes,17:34,Clear,iOS,Yes,NA
RIDE104187,2023-10-05 08:25:00,USER2659,Chennai,Auto,14.88,87.4,113.6,198.12,3,Completed,Wallet,DR00913,10.0,1.0,Yes,08:25,Clear,iOS,No,NA
RIDE104188,2023-05-23 18:27:00,USER3391,Chennai,Sedan,17.64,30.2,130.94,246.43,2,Completed,Wallet,DR00862,2.0,1.0,No,18:27,Clear,Android,No,NA
RIDE104189,2023-04-17 04:48:00,USER5417,Hyderabad,Bike,17.81,58.3,107.85,203.89,4,Completed,Card,DR00298,7.2,1.5,No,04:48,Clear,Android,No,NA
RIDE104190,2023-04-19 21:32:00,USER1981,Bangalore,SUV,19.08,40.7,98.37,192.21,3,Completed,UPI,DR00413,6.7,1.0,No,21:32,Cloudy,Web,Yes,NA
RIDE104191,2023-12-11 10:02:00,USER1404,Pune,Sedan,21.95,10.2,114.91,241.02,1,Completed,Wallet,DR00444,8.8,1.0,Yes,10:02,Cloudy,iOS,Yes,NA
RIDE104192,2023-01-08 02:15:00,USER9347,Hyderabad,Auto,13.0,46.6,81.52,134.51,4,Completed,Cash,DR00266,1.4,1.0,No,02:15,Clear,iOS,Yes,NA
RIDE104193,2023-05-09 14:26:00,USER4583,Delhi,Sedan,18.53,74.1,40.96,78.91,2,Completed,UPI,DR00538,3.2,1.5,Yes,14:26,Clear,Android,Yes,NA
RIDE104194,2023-11-03 22:36:00,USER9537,Pune,Bike,15.86,13.4,145.48,260.85,5,Completed,UPI,DR00619,1.8,1.2,No,22:36,Clear,Web,Yes,NA
RIDE104195,2023-12-30 19:06:00,USER7082,Chennai,Sedan,5.48,10.9,81.88,104.32,2,Completed,UPI,DR00424,9.4,1.2,No,19:06,Rainy,Android,No,NA
RIDE104196,2023-04-08 22:03:00,USER1395,Bangalore,Auto,1.62,18.1,109.85,118.75,5,Completed,Wallet,DR00022,4.6,1.0,Yes,22:03,Cloudy,Web,No,NA
RIDE104197,2023-08-18 21:44:00,USER8345,Mumbai,Bike,7.83,70.0,93.76,130.47,3,Completed,Card,DR00093,9.1,1.2,No,21:44,Clear,Web,Yes,NA
RIDE104198,2023-12-21 08:18:00,USER7609,Chennai,Sedan,11.63,66.5,36.56,57.82,1,Completed,Wallet,DR00849,3.3,1.2,Yes,08:18,Clear,Web,No,NA
RIDE104199,2023-08-07 11:28:00,USER6472,Bangalore,Sedan,15.81,53.0,144.33,258.42,4,Completed,UPI,DR00775,1.7,1.0,Yes,11:28,Clear,Web,No,NA
RIDE104200,2023-07-02 18:05:00,USER8541,Mumbai,SUV,21.4,44.8,125.1,258.96,2,Completed,UPI,DR00490,3.3,1.0,Yes,18:05,Cloudy,Android,Yes,NA
RIDE104201,2023-02-04 17:46:00,USER6684,Pune,SUV,5.71,80.5,47.89,61.56,3,Completed,Wallet,DR00893,6.2,1.5,Yes,17:46,Clear,Web,No,NA
RIDE104202,2023-10-18 02:34:00,USER6350,Chennai,SUV,4.01,70.2,147.8,177.43,3,Completed,UPI,DR00803,8.5,1.0,No,02:34,Clear,Web,Yes,NA
RIDE104203,2023-03-14 01:42:00,USER5668,Bangalore,Auto,24.12,74.0,118.43,261.26,2,Cancelled,Card,DR00762,4.2,1.2,Yes,01:42,Clear,iOS,Yes,User
RIDE104204,2023-04-29 22:36:00,USER7028,Chennai,Sedan,3.59,74.1,86.68,102.24,2,Completed,Cash,DR00909,9.2,1.0,No,22:36,Clear,Web,No,NA
RIDE104205,2023-02-13 17:12:00,USER1834,Chennai,Auto,12.48,59.6,103.36,167.86,1,Completed,Wallet,DR00021,2.8,1.2,Yes,17:12,Clear,iOS,No,NA
RIDE104206,2023-06-06 21:33:00,USER9470,Mumbai,Sedan,15.05,43.9,42.81,75.02,3,Completed,UPI,DR00395,7.1,1.0,Yes,21:33,Rainy,iOS,Yes,NA
RIDE104207,2023-07-05 04:02:00,USER3020,Mumbai,SUV,13.99,78.5,97.25,165.28,2,Completed,Wallet,DR00971,7.5,1.0,No,04:02,Clear,iOS,No,NA
RIDE104208,2023-12-14 00:07:00,USER8182,Chennai,SUV,3.06,83.7,38.84,44.78,5,Cancelled,Cash,DR00208,3.1,1.2,Yes,00:07,Clear,Web,No,System
RIDE104209,2023-03-12 02:59:00,USER8987,Chennai,SUV,2.37,7.0,95.38,106.68,3,Completed,UPI,DR00992,0.8,2.0,No,02:59,Clear,Web,Yes,NA
RIDE104210,2023-11-24 13:46:00,USER8100,Hyderabad,Bike,3.53,9.4,96.32,113.32,1,Completed,Wallet,DR00054,4.0,2.0,No,13:46,Clear,Android,Yes,NA
RIDE104211,2023-09-01 16:32:00,USER9420,Hyderabad,Sedan,15.05,86.5,134.93,236.46,3,Completed,UPI,DR00757,0.9,1.0,Yes,16:32,Clear,Android,No,NA
RIDE104212,2023-07-09 03:47:00,USER1592,Pune,Auto,14.06,28.6,117.01,199.27,3,Completed,Card,DR00623,9.1,1.0,No,03:47,Foggy,Web,Yes,NA
RIDE104213,2023-09-20 20:16:00,USER9978,Delhi,Bike,6.61,79.2,59.95,79.76,1,Completed,Cash,DR00244,9.6,1.2,No,20:16,Foggy,iOS,Yes,NA
RIDE104214,2023-09-20 08:48:00,USER9289,Pune,Bike,16.31,38.0,136.61,248.02,1,Completed,Cash,DR00399,7.5,1.0,No,08:48,Rainy,Web,Yes,NA
RIDE104215,2023-07-07 15:53:00,USER2102,Chennai,SUV,20.68,15.1,98.79,200.94,2,Completed,Wallet,DR00030,7.4,1.2,Yes,15:53,Clear,Web,Yes,NA
RIDE104216,2023-09-08 14:17:00,USER3512,Delhi,Sedan,2.0,11.8,102.77,113.05,3,Completed,Card,DR00299,2.8,1.2,Yes,14:17,Rainy,iOS,Yes,NA
RIDE104217,2023-01-15 10:38:00,USER7191,Chennai,SUV,12.96,18.3,50.28,82.86,2,Completed,Cash,DR00828,1.2,1.2,Yes,10:38,Foggy,Web,Yes,NA
RIDE104218,2023-10-27 20:02:00,USER6409,Mumbai,Auto,17.54,26.2,132.93,249.51,3,Completed,UPI,DR00440,8.1,1.2,Yes,20:02,Rainy,iOS,Yes,NA
RIDE104219,2023-03-30 06:46:00,USER8206,Chennai,SUV,7.06,46.5,141.72,191.75,4,Cancelled,UPI,DR00090,5.8,1.0,No,06:46,Rainy,Android,Yes,System
RIDE104220,2023-09-13 15:45:00,USER5376,Chennai,Bike,8.39,64.6,123.0,174.6,1,Completed,Wallet,DR00730,7.0,1.2,Yes,15:45,Clear,iOS,Yes,NA
RIDE104221,2023-05-25 21:02:00,USER3358,Pune,SUV,15.73,88.8,142.89,255.27,1,Completed,Cash,DR00121,7.9,1.0,No,21:02,Foggy,iOS,Yes,NA
RIDE104222,2023-05-08 02:17:00,USER3329,Pune,Sedan,22.55,42.5,66.28,141.01,4,Completed,Card,DR00893,4.4,1.5,No,02:17,Clear,Android,Yes,NA
RIDE104223,2023-07-27 05:53:00,USER4216,Delhi,SUV,20.44,49.0,133.33,269.59,5,Completed,Wallet,DR00025,1.9,1.0,Yes,05:53,Clear,iOS,No,NA
RIDE104224,2023-09-16 13:58:00,USER2526,Chennai,Sedan,15.0,49.4,88.67,155.17,5,Completed,UPI,DR00701,8.1,1.0,No,13:58,Rainy,Web,Yes,NA
RIDE104225,2023-08-25 17:21:00,USER7289,Bangalore,Bike,18.53,50.9,49.67,95.69,4,Completed,UPI,DR00144,4.8,2.0,No,17:21,Clear,Android,Yes,NA
RIDE104226,2023-12-21 23:34:00,USER5518,Delhi,Auto,9.76,49.0,110.26,164.07,3,Completed,UPI,DR00089,8.4,1.2,Yes,23:34,Clear,Android,No,NA
RIDE104227,2023-11-22 10:40:00,USER7461,Bangalore,SUV,16.38,5.7,112.09,203.89,1,Cancelled,Cash,DR00942,4.7,1.5,No,10:40,Clear,Web,No,System
RIDE104228,2023-02-27 02:16:00,USER4608,Hyderabad,Auto,12.19,5.1,64.43,103.7,3,Completed,Wallet,DR00668,2.6,1.2,No,02:16,Cloudy,iOS,Yes,NA
RIDE104229,2023-10-05 11:41:00,USER1686,Pune,SUV,5.56,13.3,33.3,42.56,1,Completed,UPI,DR00457,2.1,1.5,No,11:41,Rainy,iOS,Yes,NA
RIDE104230,2023-07-28 15:21:00,USER1721,Pune,SUV,17.84,13.6,53.98,102.13,2,Completed,Wallet,DR00962,7.6,1.0,No,15:21,Rainy,Web,Yes,NA
RIDE104231,2023-12-04 16:39:00,USER5962,Bangalore,Bike,14.36,64.9,77.97,133.95,5,Completed,UPI,DR00750,6.0,1.0,Yes,16:39,Rainy,iOS,No,NA
RIDE104232,2023-04-16 11:24:00,USER1198,Delhi,Bike,9.61,22.4,50.11,74.19,1,Completed,Card,DR00317,4.3,1.5,Yes,11:24,Rainy,Android,Yes,NA
RIDE104233,2023-05-03 00:35:00,USER3178,Delhi,SUV,22.87,81.1,53.28,114.21,5,Completed,Wallet,DR00534,5.2,1.5,Yes,00:35,Clear,Web,Yes,NA
RIDE104234,2023-09-03 16:17:00,USER4186,Chennai,SUV,1.5,83.9,76.97,82.74,3,Completed,Wallet,DR00300,5.7,1.2,Yes,16:17,Clear,iOS,Yes,NA
RIDE104235,2023-11-04 03:46:00,USER7854,Pune,Auto,8.58,88.0,145.41,207.79,1,Completed,Wallet,DR00630,2.8,1.2,Yes,03:46,Rainy,Android,No,NA
RIDE104236,2023-10-22 17:54:00,USER4172,Hyderabad,SUV,2.37,84.8,121.71,136.13,5,Completed,UPI,DR00781,4.1,1.5,No,17:54,Clear,Android,Yes,NA
RIDE104237,2023-02-21 22:49:00,USER7841,Bangalore,SUV,19.4,28.1,68.37,134.69,1,Completed,Card,DR00891,3.3,1.0,Yes,22:49,Clear,Android,No,NA
RIDE104238,2023-02-27 14:34:00,USER3484,Delhi,Bike,17.85,48.3,144.19,272.88,3,Completed,Cash,DR00657,4.2,1.2,No,14:34,Clear,Web,Yes,NA
RIDE104239,2023-04-28 23:08:00,USER7994,Bangalore,Auto,8.95,19.9,107.48,155.58,1,Cancelled,Wallet,DR00925,5.3,1.0,Yes,23:08,Clear,iOS,No,User
RIDE104240,2023-09-08 05:17:00,USER9962,Hyderabad,Sedan,17.22,73.5,84.65,157.53,3,Completed,UPI,DR00507,2.1,1.0,No,05:17,Clear,Android,No,NA
RIDE104241,2023-06-16 04:23:00,USER5180,Hyderabad,Auto,10.5,80.5,86.2,131.45,1,Completed,Card,DR00840,4.2,1.0,Yes,04:23,Cloudy,Web,No,NA
RIDE104242,2023-08-17 06:29:00,USER4450,Chennai,Sedan,19.15,77.4,79.29,155.21,2,Completed,Wallet,DR00935,4.2,1.5,No,06:29,Clear,iOS,Yes,NA
RIDE104243,2023-08-19 17:50:00,USER1009,Bangalore,SUV,11.9,41.8,57.96,92.45,1,Completed,Card,DR00978,3.2,1.2,No,17:50,Rainy,Android,No,NA
RIDE104244,2023-08-01 03:49:00,USER2085,Hyderabad,SUV,10.89,69.5,76.4,118.0,1,Completed,Card,DR00609,10.0,2.0,No,03:49,Clear,Web,No,NA
RIDE104245,2023-07-14 18:25:00,USER3677,Mumbai,SUV,23.43,13.3,93.35,202.71,4,Completed,UPI,DR00905,1.2,1.0,Yes,18:25,Rainy,iOS,Yes,NA
RIDE104246,2023-10-15 23:04:00,USER1613,Hyderabad,Bike,7.02,8.4,93.36,126.13,3,Completed,Wallet,DR00374,6.6,1.0,Yes,23:04,Clear,iOS,No,NA
RIDE104247,2023-07-17 12:24:00,USER5350,Bangalore,Bike,3.89,69.0,121.41,145.02,1,Completed,Wallet,DR00633,2.2,1.0,No,12:24,Foggy,iOS,No,NA
RIDE104248,2023-11-20 23:09:00,USER8907,Chennai,SUV,15.03,41.2,73.06,127.96,3,Completed,UPI,DR00304,8.5,1.0,Yes,23:09,Clear,Android,Yes,NA
RIDE104249,2023-09-22 10:45:00,USER2082,Chennai,Sedan,24.26,89.6,116.02,256.75,3,Completed,Card,DR00656,9.2,1.0,Yes,10:45,Clear,Web,Yes,NA
RIDE104250,2023-11-24 21:21:00,USER4589,Bangalore,SUV,10.07,13.3,99.37,149.4,1,Completed,UPI,DR00782,4.3,1.0,No,21:21,Clear,Android,Yes,NA
RIDE104251,2023-10-29 10:58:00,USER8672,Delhi,Auto,2.49,77.7,145.42,163.52,3,Cancelled,Card,DR00647,8.3,1.0,No,10:58,Clear,iOS,No,System
RIDE104252,2023-05-02 20:05:00,USER3713,Chennai,SUV,9.14,45.8,76.23,111.07,4,Completed,UPI,DR00763,2.9,1.0,No,20:05,Clear,Android,No,NA
RIDE104253,2023-05-14 21:38:00,USER9085,Hyderabad,SUV,13.14,75.3,138.15,228.91,5,Completed,Wallet,DR00682,1.8,1.0,Yes,21:38,Rainy,Android,No,NA
RIDE104254,2023-01-17 19:43:00,USER2871,Chennai,Sedan,4.89,74.5,128.48,159.89,5,Completed,Wallet,DR00025,3.5,1.5,No,19:43,Clear,Web,Yes,NA
RIDE104255,2023-04-02 01:13:00,USER2310,Chennai,Bike,16.79,82.9,106.52,195.94,2,Completed,Wallet,DR00326,3.7,1.2,Yes,01:13,Clear,Android,Yes,NA
RIDE104256,2023-06-20 20:24:00,USER8530,Hyderabad,Auto,24.95,30.3,108.54,243.94,2,Cancelled,Wallet,DR00099,4.3,1.5,Yes,20:24,Cloudy,Web,Yes,Driver
RIDE104257,2023-07-03 05:51:00,USER6615,Pune,Bike,11.84,85.7,40.16,63.93,2,Cancelled,Card,DR00187,4.0,1.5,No,05:51,Rainy,iOS,Yes,Driver
RIDE104258,2023-02-28 07:13:00,USER7096,Hyderabad,Sedan,9.51,17.9,144.03,212.52,4,Completed,Wallet,DR00642,4.4,1.0,No,07:13,Clear,Android,Yes,NA
RIDE104259,2023-06-03 08:00:00,USER8682,Bangalore,SUV,10.62,12.0,42.83,65.57,4,Completed,UPI,DR00219,7.2,1.2,No,08:00,Rainy,Android,Yes,NA
